Name,Pokedex Number,Generation,Stage,Egg Group 1,Egg Grioup 2,Type 1,Type 2,Baby Stage,Evolves By,Basic Stage,Evolves By,Stage 1,Evolves By,Stage 2,Evolves By,Basic Stage Alternative 1,Evolves By,Basic Stage Alternative 2,Evolves By,Stage 1 Alternate 1,Evolves By,Stage 1 Alternate 2,Evolves By,Stage 1 Alternate 3,Evolves By,Stage 1 Alternate 4,Evolves By,Stage 1 Alternate 5,Evolves By,Stage 1 Alternate 6,Evolves By,Stage 1 Alternate 7,Evolves By,Stage 2 Alternate,,,,,,,,,,,,,,,,,,,,,,,
Rampardos,409,4,2,Monster,,Rock,,,,Cranidos,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shieldon,410,4,1,Monster,,Rock,Steel,,,this,Level Up,Bastiodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastiodon,411,4,2,Monster,,Rock,Steel,,,Shieldon,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burmy,412,4,1,Bug,,Bug,,,,this,Level Up Female Burmy,Wormadam,,,,,,,Level Up Male Burmy,Mothim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam Plant Cloak,413,4,2,Bug,,Bug,Grass,,,Burmy,Level Up Female Burmy,this,,,,,,,Level Up Male Burmy,Mothim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam Sandy Cloak,413,4,2,Bug,,Bug,Ground,,,Burmy,Level Up Female Burmy,this,,,,,,,Level Up Male Burmy,Mothim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam Trash Cloak,413,4,2,Bug,,Bug,Steel,,,Burmy,Level Up Female Burmy,this,,,,,,,Level Up Male Burmy,Mothim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mothim,414,4,2,Bug,,Bug,Flying,,,Burmy,Level Up Female Burmy,Wormadam,,,,,,,Level Up Male Burmy,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combee,415,4,1,Bug,,Bug,Flying,,,this,Level Up,Vespiqueen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vespiquen,416,4,2,Bug,,Bug,Flying,,,Combee,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pachirisu,417,4,1,Field,Fairy,Electric,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buizel,418,4,1,Water 1,Field,Water,,,,this,Level Up,Floatzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floatzel,419,4,2,Water 1,Field,Water,,,,Buizel,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherubi,420,4,1,Fairy,Grass,Grass,,,,this,Level Up,Cherrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherrim,421,4,2,Fairy,Grass,Grass,,,,Cherubi,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shellos,422,4,1,Water 1,Amorphous,Water,,,,this,Level Up,Gastrodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrodon,423,4,2,Water 1,Amorphous,Water,Ground,,,Shellos,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambipom,424,4,2,Field,,Normal,,,,Aipom,Level Up with Double Hit,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Driftloon,425,4,1,Amorphous,,Ghost,Flying,,,this,Level Up,Drifblim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drifblim,426,4,2,Amorphous,,Ghost,Flying,,,Driftloon,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buneary,427,4,1,Field,Human-Like,Normal,,,,this,Level Up,Lopunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopunny,428,4,2,Field,Human-Like,Normal,,,,Buneary,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mismagius,429,4,2,Amorphous,,Ghost,,,,Misdreavus,Dusk Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honchkrow,430,4,2,Flying,,Dark,Flying,,,Murkrow,Dusk Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glameow,431,4,1,Field,,Normal,,,,this,Level Up,Purugly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purugly,432,4,2,Field,,Normal,,,,Glameow,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chingling,433,4,0,Undiscovered,,Psychic,,this,Friendship at Night,Chimecho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stunky,434,4,1,Field,,Poison,Dark,,,this,Level Up,Skuntank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skuntank,435,4,2,Field,,Poison,Dark,,,Stunky,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronzor,436,4,1,Mineral,,Steel,Psychic,,,this,Level Up,Bronzong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronzong,437,4,2,Mineral,,Steel,Psychic,,,Bronzor,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonsly,438,4,0,Undiscovered,,Rock,,this,Level Up with Mimic,Sudowoodo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mime Jr.,439,4,0,Undiscovered,,Psychic,Fairy,this,Level Up,Mr. Mime,Ice Stone on Galarian Mr. Mime,Mr. Rime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happiny,440,4,0,Undiscovered,,Normal,,this,Level Up while Holding an Oval Stone during the day,this,Friendship,Blissey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatot,441,4,1,Flying,,Normal,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiritomb,442,4,1,Amorphous,,Ghost,Dark,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gible,443,4,1,Monster,Dragon,Dragon,Ground,,,this,Level Up,Gabite,Level Up,Garchomp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabite,444,4,2,Monster,Dragon,Dragon,Ground,,,Gible,Level Up,this,Level Up,Garchomp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garchomp,445,4,3,Monster,Dragon,Dragon,Ground,,,Gible,Level Up,Gabite,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munchlax,446,4,0,Undiscovered,,Normal,,this,Level Up,Snorelax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riolu,447,4,0,Undiscovered,,Fighting,,this,Friendship,Lucario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucario,448,4,1,Field,Human-Like,Fighting,,Riolu,Friendship,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippopotas,449,4,1,Field,,Ground,,,,this,Level Up,Hippowdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippowdon,450,4,2,Field,,Ground,,,,Hippopotas,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skorupi,451,4,1,Bug,Water 3,Poison,Bug,,,this,Level Up,Drapion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drapion,452,4,2,Bug,Water 3,Poison,Dark,,,Skorupi,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croagunk,453,4,1,Human-Like,,Poison,Fighting,,,this,Level Up,Toxicroak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxicroak,454,4,2,Human-Like,,Poison,Fighting,,,Croagunk,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnivine,455,4,1,Grass,,Grass,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finneon,456,4,1,Water 2,,Water,,,,this,Level Up,Lumineon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumineon,457,4,2,Water 2,,Water,,,,Finneon,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantyke,458,4,0,Undiscovered,,Water,Flying,this,Level Up with Remoraid in the party,Mantine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snover,459,4,1,Monster,Grass,Grass,Ice,,,this,Level Up,Abomasnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abomasnow,460,4,2,Monster,Grass,Grass,Ice,,,Snover,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,461,4,2,Field,,Dark,Ice,,,Sneasel,Level Up with Razor Claw at Night,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnezone,462,4,2,Minearl,,Electric,Steel,,,Magnemite,Level Up,Magneton,Level Up in High Voltage area (Gen 4 - 7) or Thunder Stone (Gen 8+),this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lickilicky,463,4,2,Monster,,Normal,,,,Lickitung,Level Up with Double Slap,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhyperior,464,4,3,Monster,Field,Rock,Ground,,,Rhyhorn,Level Up,Rhydon,Trade with Protector,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangrowth,465,4,2,Grass,,Grass,,,,Tangela,Level Up with Ancient Power,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electivire,466,4,2,Human-Like,,Electric,,Elekid,Level Up,Electabuzz,Trade with Electirizer,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magmortar,467,4,2,Human-Like,,Fire,,Magby,Level Up,Magmar,Trade with Magmarizer,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togekiss,468,4,3,Flying,Fairy,Fairy,Flying,Togepi,Friendship,Togetic,Shiny Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanmega,469,4,2,Bug,,Bug,Flying,,,Yanma,Level Up with Ancient Power,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leafeon,470,4,2,Field,,Grass,,,,Eevee,Water Stone,Vaporeon,,,,,,,Thunder Stone,Jolteon,Fire Stone,Flareon,Friendship (During the Day),Espeon,Friendship (During the Night),Umbreon,Near Moss Stone (Gen 4 - 7) or Leaf Stone (Gen 8+),this,Near Icy Stone (Gen 4 - 7) or Ice Stone (Gen 8+),Glaceon,Happiness while knowing a Fairy Type Move,Sylveon,,,,,,,,,,,,,,,,,,,,,,,,,
Glaceon,471,4,2,Field,,Ice,,,,Eevee,Water Stone,Vaporeon,,,,,,,Thunder Stone,Jolteon,Fire Stone,Flareon,Friendship (During the Day),Espeon,Friendship (During the Night),Umbreon,Near Moss Stone (Gen 4 - 7) or Leaf Stone (Gen 8+),Leafeon,Near Icy Stone (Gen 4 - 7) or Ice Stone (Gen 8+),this,Happiness while knowing a Fairy Type Move,Sylveon,,,,,,,,,,,,,,,,,,,,,,,,,
Glisgor,472,4,2,Bug,,Ground,Flying,,,Gligar,Level Up with Razor Fang during the Night,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamoswine,473,4,3,Field,,Ground,Ice,,,Swinub,Level Up,Piloswine,Level Up with Ancient Power,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon-Z,474,4,3,Mineral,,Normal,,,,Porygon,Trade with Upgrade,Porygon2,Trade with Doubious Disc,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallade,475,4,3,Human-Like,Amorphous,Psychic,Fairy,,,Ralts,Level Up,Kirlia,Level Up,Gardevoir,,,,,,,,,,,,,,,,,,,Dawn Stone used on a Male Kirlia,this,,,,,,,,,,,,,,,,,,,,,,,
Probopass,476,4,2,Mineral,,Rock,Steel,,,Nosepass,Level Up in Special Magnetic Field,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusknoir,477,4,2,Amorphous,,Ghost,,,,Duskull,Level Up,Dusclops,Trade with Reaper Cloth,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Froslass,478,4,2,Fairy,Mineral,Ice,Ghost,,,Snorunt,Level Up,Glalie,,,,,,,Dawn Stone used on a Female Snorunt,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom,479,4,1,Amorphous,,Electric,Ghost,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uxie,480,4,1,Undiscovered,,Psychic,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mespirit,481,4,1,Undiscovered,,Psychic,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azelf,482,4,1,Undiscovered,,Psychic,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dialga,483,4,1,Undiscovered,,Dragon,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palkia,484,4,1,Undiscovered,,Dragon,Water,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatran,485,4,1,Undiscovered,,Fire,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regigigas,486,4,1,Undiscovered,,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giratina,487,4,1,Undiscovered,,Dragon,Ghost,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cresselia,488,4,1,Undiscovered,,Psychic,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phione,489,4,1,Water 1,Fairy,Water,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manaphy,490,4,1,Water 1,Fairy,Water,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkrai,491,4,1,Undiscovered,,Dark,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaymin,492,4,1,Undiscovered,,Grass,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arceus,493,4,1,Undiscovered,,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victini,494,5,1,Undiscovered,,Fire,Psychic,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snivy,495,5,1,Field,Grass,Grass,,,,this,Level Up,Snivy,Level Up,Serperior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servine,496,5,2,Field,Grass,Grass,,,,Snivy,Level Up,this,Level Up,Serperior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serperior,497,5,3,Field,Grass,Grass,,,,Snivy,Level Up,Servine,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tepig,498,5,1,Field,,Fire,,,,this,Level Up,Pignite,Level Up,Emboar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pignite,499,5,2,Field,,Fire,Fighting,,,Tepig,Level Up,this,Level Up,Emboar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emboar,500,5,3,Field,,Fire,Fighting,,,Tepig,Level Up,Pignite,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oshawott,501,5,1,Field,,Water,,,,this,Level Up,Dewott,Level Up,Samurott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewott,502,5,2,Field,,Water,,,,Dewott,Level Up,this,Level Up,Samurott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samurott,503,5,3,Field,,Water,,,,Dewott,Level Up,Dewott,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrat,504,5,1,Field,,Normal,,,,this,Level Up,Watchog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watchog,505,5,2,Field,,Normal,,,,Patrat,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lillipup,506,5,1,Field,,Normal,,,,this,Level Up,Herdier,Level Up,Stoutland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herdier,507,5,2,Field,,Normal,,,,Lillipup,Level Up,this,Level Up,Stoutland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoutland,508,5,3,Field,,Normal,,,,Lillipup,Level Up,Herdier,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purrloin,509,5,1,Field,,Dark,,,,this,Level Up,Liepard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liepard,510,5,2,Field,,Dark,,,,Purrloin,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pansage,511,5,1,Field,,Grass,,,,this,Leaf Stone,Simisage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simisage,512,5,2,Field,,Grass,,,,Pansage,Leaf Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pansear,513,5,1,Field,,Fire,,,,this,Fire Stone,Simisear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simisear,514,5,2,Field,,Fire,,,,Pansear,Fire Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panpour,515,5,1,Field,,Water,,,,this,Water Stone,Simipour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simipour,516,5,2,Field,,Water,,,,Panpour,Water Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munna,517,5,1,Field,,Psychic,,,,this,Moon Stone,Musharna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musharna,518,5,2,Field,,Psychic,,,,Munna,Moon Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pidove,519,5,1,Flying,,Normal,Flying,,,this,Level Up,Tranquill,Level Up,Unfezant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tranquill,520,5,2,Flying,,Normal,Flying,,,Pidove,Level Up,this,Level Up,Unfezant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unfezant,521,5,3,Flying,,Normal,Flying,,,Pidove,Level Up,Tranquill,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blitzle,522,5,1,Field,,Electric,,,,this,Level Up,Zebstrika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zebstrika,523,5,2,Field,,Electric,,,,Blitzle,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roggenrola,524,5,1,Minearl,,Rock,,,,this,Level Up,Boldore,Trade,Gigalith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boldore,525,5,2,Minearl,,Rock,,,,Roggenrola,Level Up,this,Trade,Gigalith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigalith,526,5,3,Minearl,,Rock,,,,Roggenrola,Level Up,Boldore,Trade,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woobat,527,5,1,Field,Flying,Psychic,Flying,,,this,Friendship,Swoobat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swoobat,528,5,2,Field,Flying,Psychic,Flying,,,Woobat,Friendship,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drilbur,529,5,1,Field,,Ground,,,,this,Level Up,Excadrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excadrill,530,5,2,Field,,Ground,Steel,,,Drilbur,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audino,531,5,1,Fairy,,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timburr,532,5,1,Human-Like,,Fighting,,,,this,Level Up,Gurdurr,Trade,Conkeldurr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gurdurr,533,5,2,Human-Like,,Fighting,,,,Timburr,Level Up,this,Trade,Conkeldurr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conkeldurr,534,5,3,Human-Like,,Fighting,,,,Timburr,Level Up,Gurdurr,Trade,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tympole,535,5,1,Water 1,,Water,,,,this,Level Up,Palpitoad,Level Up,Seismitoad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palpitoad,536,5,2,Water 1,,Water,Ground,,,Tympole,Level Up,this,Level Up,Seismitoad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seismitoad,537,5,3,Water 1,,Water,Ground,,,Tympole,Level Up,Palpitoad,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Throh,538,5,1,Human-Like,,Fighting,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sawk,539,5,1,Human-Like,,Fighting,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sewaddle,540,5,1,Bug,,Bug,Grass,,,this,Level Up,Swadloon,Friendship,Leavanny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swadloon,541,5,2,Bug,,Bug,Grass,,,Sewaddle,Level Up,this,Friendship,Leavanny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leavanny,542,5,3,Bug,,Bug,Grass,,,Sewaddle,Level Up,Swadloon,Friendship,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venipede,543,5,1,Bug,,Bug,Poison,,,this,Level Up,Whirlipede,Level Up,Scolipede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whirlipede,544,5,2,Bug,,Bug,Poison,,,Venipede,Level Up,this,Level Up,Scolipede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scolipede,545,5,3,Bug,,Bug,Poison,,,Venipede,Level Up,Whirlipede,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottonee,546,5,1,Grass,Fairy,Grass,Fairy,,,this,Sun Stone,Whimsicott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whimsicott,547,5,2,Grass,Fairy,Grass,Fairy,,,Cottonee,Sun Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petilil,548,5,1,Grass,,Grass,,,,this,Sun Stone,Lilligant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilligant,549,5,2,Grass,,Grass,,,,Petilil,Sun Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basculin,550,5,1,Water 2,,Water,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandile,551,5,1,Field,,Ground,Dark,,,this,Level Up,Krokorok,Level Up,Krookodile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krokorok,552,5,2,Field,,Ground,Dark,,,Sandile,Level Up,this,Level Up,Krookodile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krookodile,553,5,3,Field,,Ground,Dark,,,Sandile,Level Up,Krokorok,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darumaka,554,5,1,Field,,Fire,,,,this,Level Up,Darmanitan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Darumaka,554,5,1,Field,,Ice,,,,this,Level Up,Galarian Darmanitan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darmanitan,555,5,2,Field,,Fire,,,,Darumaka,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Darmanitan,555,5,2,Field,,Ice,,,,Galarian Darumaka,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maractus,556,5,1,Grass,,Grass,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
