Method Name,Game,Type,Effected By Shiny Charm,Automatically Applied,Chance of Being Applied,Chain/Encounter/etc Required,Odds,Odds (Percent),Odds (1/x),Shiny Charm Odds,Shiny Charm Odds (Percent),Shiny Charm Odds (1/x),Description,Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,18,0.00045777,0.045777,2185,0.000518799,0.0518799,1928,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,20,0.000488266,0.0488266,2048,0.000549316,0.0549316,1820,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,20,0.000488266,0.0488266,2048,0.000549316,0.0549316,1820,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,21,0.000518782,0.0518782,1928,0.000579834,0.0579834,1725,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,21,0.000518782,0.0518782,1928,0.000579834,0.0579834,1725,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,22,0.0005493,0.05493,1820,0.000610352,0.0610352,1638,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,22,0.0005493,0.05493,1820,0.000610352,0.0610352,1638,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,23,0.000579816,0.0579816,1725,0.000640869,0.0640869,1560,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,23,0.000579816,0.0579816,1725,0.000640869,0.0640869,1560,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,24,0.000610332,0.0610332,1638,0.000671387,0.0671387,1489,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,24,0.000610332,0.0610332,1638,0.000671387,0.0671387,1489,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,25,0.00064085,0.064085,1560,0.000701904,0.0701904,1425,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,25,0.00064085,0.064085,1560,0.000701904,0.0701904,1425,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,26,0.000671366,0.0671366,1490,0.000732422,0.0732422,1365,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,26,0.000671366,0.0671366,1490,0.000732422,0.0732422,1365,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,27,0.0007324,0.07324,1365,0.000793457,0.0793457,1260,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,27,0.0007324,0.07324,1365,0.000793457,0.0793457,1260,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,28,0.000793432,0.0793432,1260,0.000854492,0.0854492,1170,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,28,0.000793432,0.0793432,1260,0.000854492,0.0854492,1170,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,29,0.000854466,0.0854466,1170,0.000915527,0.0915527,1092,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,29,0.000854466,0.0854466,1170,0.000915527,0.0915527,1092,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,30,0.0009155,0.09155,1092,0.000976563,0.0976563,1024,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,30,0.0009155,0.09155,1092,0.000976563,0.0976563,1024,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,31,0.00100705,0.100705,993,0.001068115,0.1068115,936,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,31,0.00100705,0.100705,993,0.001068115,0.1068115,936,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,32,0.001129116,0.1129116,886,0.001190186,0.1190186,840,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,32,0.001129116,0.1129116,886,0.001190186,0.1190186,840,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,33,0.001251182,0.1251182,799,0.001312256,0.1312256,762,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,33,0.001251182,0.1251182,799,0.001312256,0.1312256,762,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,34,0.001434282,0.1434282,697,0.001495361,0.1495361,669,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,34,0.001434282,0.1434282,697,0.001495361,0.1495361,669,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,35,0.001678416,0.1678416,596,0.001739502,0.1739502,575,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,35,0.001678416,0.1678416,596,0.001739502,0.1739502,575,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,36,0.002014098,0.2014098,497,0.002075195,0.2075195,482,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,36,0.002014098,0.2014098,497,0.002075195,0.2075195,482,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,37,0.002502366,0.2502366,400,0.002563477,0.2563477,390,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,37,0.002502366,0.2502366,400,0.002563477,0.2563477,390,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,38,0.003356832,0.3356832,298,0.003417969,0.3417969,293,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,38,0.003356832,0.3356832,298,0.003417969,0.3417969,293,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,39,0.00500473,0.500473,200,0.005065918,0.5065918,197,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,39,0.00500473,0.500473,200,0.005065918,0.5065918,197,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,X,Chain Length,Yes,Yes,1,40,0.01000946,1.000946,100,0.010070801,1.0070801,99,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke Radar,Y,Chain Length,Yes,Yes,1,40,0.01000946,1.000946,100,0.010070801,1.0070801,99,"Activating the Poke Radar will cause up to four patches of grass to shake, as the chain length increases, so does the shiny chance",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,1,0.000732422,0.0732422,1365,0.001220703,0.1220703,819,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,1,0.000732422,0.0732422,1365,0.001220703,0.1220703,819,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,1,0.000732422,0.0732422,1365,0.001220703,0.1220703,819,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,1,0.000732422,0.0732422,1365,0.001220703,0.1220703,819,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,2,0.001220703,0.1220703,819,0.001708984,0.1708984,585,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,2,0.001220703,0.1220703,819,0.001708984,0.1708984,585,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,2,0.001220703,0.1220703,819,0.001708984,0.1708984,585,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,2,0.001220703,0.1220703,819,0.001708984,0.1708984,585,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,3,0.001708984,0.1708984,585,0.002197266,0.2197266,455,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,3,0.001708984,0.1708984,585,0.002197266,0.2197266,455,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,3,0.001708984,0.1708984,585,0.002197266,0.2197266,455,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,3,0.001708984,0.1708984,585,0.002197266,0.2197266,455,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,4,0.002197266,0.2197266,455,0.002685547,0.2685547,372,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,4,0.002197266,0.2197266,455,0.002685547,0.2685547,372,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,4,0.002197266,0.2197266,455,0.002685547,0.2685547,372,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,4,0.002197266,0.2197266,455,0.002685547,0.2685547,372,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,5,0.002685547,0.2685547,372,0.003173828,0.3173828,315,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,5,0.002685547,0.2685547,372,0.003173828,0.3173828,315,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,5,0.002685547,0.2685547,372,0.003173828,0.3173828,315,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,5,0.002685547,0.2685547,372,0.003173828,0.3173828,315,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,6,0.003173828,0.3173828,315,0.003662109,0.3662109,273,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,6,0.003173828,0.3173828,315,0.003662109,0.3662109,273,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,6,0.003173828,0.3173828,315,0.003662109,0.3662109,273,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,6,0.003173828,0.3173828,315,0.003662109,0.3662109,273,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,7,0.003662109,0.3662109,273,0.004150391,0.4150391,241,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,7,0.003662109,0.3662109,273,0.004150391,0.4150391,241,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,7,0.003662109,0.3662109,273,0.004150391,0.4150391,241,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,7,0.003662109,0.3662109,273,0.004150391,0.4150391,241,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,8,0.004150391,0.4150391,241,0.004638672,0.4638672,216,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,8,0.004150391,0.4150391,241,0.004638672,0.4638672,216,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,8,0.004150391,0.4150391,241,0.004638672,0.4638672,216,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,8,0.004150391,0.4150391,241,0.004638672,0.4638672,216,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,9,0.004638672,0.4638672,216,0.005126953,0.5126953,195,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,9,0.004638672,0.4638672,216,0.005126953,0.5126953,195,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,9,0.004638672,0.4638672,216,0.005126953,0.5126953,195,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,9,0.004638672,0.4638672,216,0.005126953,0.5126953,195,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,10,0.005126953,0.5126953,195,0.005615234,0.5615234,178,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,10,0.005126953,0.5126953,195,0.005615234,0.5615234,178,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,10,0.005126953,0.5126953,195,0.005615234,0.5615234,178,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,10,0.005126953,0.5126953,195,0.005615234,0.5615234,178,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,11,0.005615234,0.5615234,178,0.006103516,0.6103516,164,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
