Name,Pokedex Number,Go,Shiny Available in Go,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,Fire Red,Leaf Green,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Lets Go Pikachu,Lets Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Sexual Dimorphism,Mega Evolution,Gigantamax Form,Alternate Forms,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drizzile,817,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inteleon,818,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skwovet,819,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedent,820,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rookidee,821,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvisquire,822,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corviknight,823,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blipbug,824,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dottler,825,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbeetle,826,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickit,827,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thievul,828,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gossifleur,829,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldegoss,830,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wooloo,831,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubwool,832,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chewtle,833,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drednaw,834,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamper,835,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boltund,836,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolycoly,837,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carkol,838,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalossal,839,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applin,840,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flapple,841,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appletun,842,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicobra,843,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandaconda,844,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cramorant,845,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrokunda,846,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,847,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxel,848,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxitricity,849,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,Yes,Amped Form,Low Key Form,,,,,,,,,,,,,,,,,,,,,,,,,,
Sizzlipede,850,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centiskorch,851,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clobbopus,852,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grapploct,853,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinistea Phony Form,854,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,Antique Form,Phony Form,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinistea Antique Form,854,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,Antique Form,Phony Form,,,,,,,,,,,,,,,,,,,,,,,,,,
Polteageist Phony Form,855,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,Antique Form,Phony Form,,,,,,,,,,,,,,,,,,,,,,,,,,
Polteageist Antique Form,855,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,Antique Form,Phony Form,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatenna,856,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hattrem,857,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,858,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impidimp,859,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgrem,860,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimmsnarl,861,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstagoon,862,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
